"T","RH","AH","CO","NOx","NO2","O3"
21.2,56.8,1.4094,0.6,38,49,780
20.3,59.6,1.3994,0.6,31,43,767
21.3,56.7,1.4178,0.6,40,44,780
23,54.6,1.5177,0.6,36,42,698
23.7,54.3,1.5731,1.1,64,69,821
25.4,49.3,1.5732,1,56,65,772
29.6,37.7,1.544,1,56,68,690
33.9,26.2,1.3664,1,43,58,586
35.8,22.4,1.2933,0.8,40,52,523
37.9,18.8,1.222,0.7,34,46,488
38.5,14.8,0.9942,0.4,28,40,427
39.3,14.5,1.0149,0.5,32,47,468
38.9,15.6,1.0613,0.6,39,56,489
37.9,12.7,0.8211,0.7,52,64,515
35.8,13.4,0.7749,0.9,60,71,562
32.3,19.7,0.9345,1.6,104,103,776
30.1,23.5,0.9869,1.6,102,97,833
28.2,28.7,1.0806,1.7,120,108,1023
26,35.7,1.1842,1.3,89,87,967
25.3,39.2,1.2452,1.9,121,104,1089
24.7,38.7,1.1845,1.5,107,93,1103
25.5,35.7,1.1499,0.6,41,55,734
22.5,43.2,1.1589,0.4,34,49,671
21.6,46.1,1.1761,0.3,-200,-200,696
19.7,51.4,1.1688,-200,41,56,729
21.6,45.7,1.1665,0.4,38,43,641
21.1,47.3,1.1654,0.7,59,57,825
21.6,44.1,1.1269,2,165,80,1179
23.7,37.9,1.0988,3.9,287,134,1651
26,30.1,0.9953,3.6,317,157,1474
30.6,23.2,1.001,3.2,330,175,1370
34.1,19.1,1.0048,2.2,204,147,1141
36.2,18,1.0636,2.2,189,140,1076
37.4,17.3,1.0914,2.1,165,137,1036
39.5,15.6,1.102,1.8,139,123,881
40.4,14.9,1.1033,2,156,138,960
40.1,16.1,1.1699,1.8,130,132,883
39.3,18.9,1.3251,3,173,174,1221
37.3,19.9,1.2437,4.3,302,203,1518
33.6,22.9,1.1747,3.5,239,176,1264
30.7,28.9,1.2501,2.5,139,125,1061
28.8,32.8,1.2776,1.8,92,98,947
27.3,36.8,1.3207,1.9,104,103,1059
26.2,39.7,1.3249,1.9,108,104,1030
25.4,43,1.37,1.9,107,105,1065
25.8,41,1.3461,0.9,55,75,893
23.3,48.4,1.3677,0.7,43,60,837
23.5,47.8,1.3607,0.6,-200,-200,807
23.5,46.7,1.3361,0.4,23,36,596
21.8,52.3,1.3539,0.7,65,66,884
21.8,52.5,1.3529,1.6,165,97,1170
22.9,49.1,1.3546,3.8,274,115,1596
24.9,43.3,1.3422,5.1,369,145,1873
26.7,39.4,1.3556,3.4,308,162,1608
30.5,32.9,1.4135,2.6,227,147,1470
34.2,27.2,1.4404,2.2,178,132,1275
38.2,20.9,1.3701,3.4,267,179,1407
39.6,16.9,1.2028,3.4,278,174,1302
39.9,15.8,1.141,1.8,165,132,931
40.2,13.9,1.02,2,172,151,917
39.6,13.2,0.9332,2.4,216,168,985
39.5,12.6,0.8894,3.8,306,192,1265
37.9,13.9,0.9015,4.4,317,194,2475
34.2,17.9,0.9444,3.9,251,155,2021
32.6,20.6,0.9939,4,230,159,1834
30.4,23.2,0.9889,2.5,154,125,1426
28.8,25.1,0.9793,2.1,137,108,1272
27.8,29.9,1.1018,2.4,133,110,1490
26.9,32.6,1.1381,2.1,117,99,1440
26.3,33.7,1.1377,1.6,106,95,1271
25.7,33.9,1.1065,0.8,55,69,985
24.8,36,1.1109,0.5,-200,-200,826
25.5,34.6,1.1096,0.4,27,45,754
24,37.8,1.1077,0.5,46,53,853
23.9,39.3,1.1522,1.3,144,88,1340
24.8,38.4,1.1808,4.1,392,136,1869
26.9,34.4,1.2036,4.1,358,141,2021
29.6,28.7,1.1706,4,381,189,1902
34.6,21.1,1.1398,2.2,261,166,1527
38.3,17,1.1216,2,207,154,1260
40.4,14.5,1.0736,2,155,149,1124
42.6,9.6,0.8012,2.2,193,142,1309
42.5,10.2,0.8478,2.2,195,130,1283
41,11.6,0.8872,1.8,159,121,1068
41.3,13,1.0154,1.8,120,116,937
39.2,14.5,1.0106,3.3,228,177,1416
36.9,17.9,1.096,4.3,348,233,1611
35.6,20.4,1.1646,5.3,337,223,1919
33.7,22.6,1.1658,4.3,282,184,1745
31.5,27.8,1.2671,3.6,228,165,1837
31.1,29.3,1.3055,2.4,168,132,1759
30.2,30.9,1.3026,2.1,173,122,1593
29.8,30.2,1.2502,1.2,87,88,1357
28.4,32.5,1.2361,0.9,65,79,1231
27.5,34,1.231,0.6,43,60,1066
26.8,35.3,1.2243,0.5,-200,-200,992
24.5,40.4,1.2251,-200,43,60,1063
25.6,38.8,1.2545,0.6,66,74,1204
27.5,34.6,1.2518,0.6,57,62,1079
25.9,37.4,1.2289,2.2,231,115,1593
28.5,32.5,1.2441,3.2,219,119,1745
29.5,32.7,1.3229,3,288,155,1847
29.8,33.1,1.3693,2.7,312,162,1845
33.4,26.8,1.3586,3.2,361,189,1886
40.3,15.8,1.1604,1.4,147,115,1039
41.8,15,1.1989,1.3,111,109,923
41.1,15.7,1.2071,1.4,98,108,926
41.9,14.8,1.1944,2.1,156,145,1277
40.9,14.6,1.114,2.4,213,167,1301
39.1,16.9,1.1705,3.1,250,200,1385
36.4,27.3,1.6308,3.5,253,178,1474
34.9,29.3,1.611,5.1,317,206,1948
33.6,26.4,1.3515,4.5,309,192,1677
32.2,27.6,1.3044,2.9,201,137,1434
30.5,29.7,1.2742,2.6,173,128,1424
29.4,35.6,1.4383,2.7,156,121,1504
29.1,34.8,1.38,3.2,190,136,1661
27.7,41.9,1.537,2.3,129,109,1714
27.9,41.6,1.5425,1,65,74,1050
27.8,43.7,1.6039,0.5,-200,-200,550
27.4,42.2,1.5177,0.4,29,40,456
26.6,42.8,1.4713,0.6,58,61,554
26.9,40.3,1.4041,1,92,83,744
27,37.3,1.3081,2.9,228,129,1280
27,35.3,1.2396,2.7,172,-200,1096
27.4,32,1.1545,1.8,154,115,927
30.5,24.7,1.0592,1.8,166,130,840
32.9,20.1,0.9902,1.7,149,137,786
33.9,18.4,0.9587,1.5,111,116,690
34.4,19.3,1.0325,1.7,145,129,742
34.2,19.6,1.0399,1.3,105,117,680
33.2,20.4,1.0195,1.5,113,138,705
32.4,19.1,0.915,1.5,115,139,677
32.2,17.1,0.8124,2.3,202,180,877
31,17.1,0.7526,2.2,180,162,844
28.3,24.9,0.9412,2.8,190,158,1006
26.6,30.2,1.033,2.7,207,162,987
24.8,36.8,1.1357,1.7,113,112,868
23.7,43.4,1.2495,1.5,98,104,861
23,46.2,1.2815,2.3,152,125,1042
22.7,47.7,1.2977,2.3,161,127,1080
22.2,49.5,1.3081,1.5,91,95,811
21.6,51.9,1.3254,1,57,70,704
22.3,50.4,1.3379,0.5,-200,-200,522
22.4,49.7,1.3333,0.3,22,33,484
21.7,52,1.3313,0.4,41,45,580
21.1,53.2,1.3181,0.5,53,56,668
22,51,1.3296,0.9,92,74,835
25,41.6,1.301,1.1,91,84,739
26.7,36.4,1.2596,1.4,89,93,763
29.1,29.7,1.1751,1.1,81,97,614
31.2,23.4,1.0487,0.9,66,83,566
32.4,20.5,0.9806,0.8,53,71,508
33.3,19.2,0.9634,0.8,61,78,509
33.1,16.8,0.8391,0.6,48,62,457
33.1,18.3,0.9081,0.6,39,54,438
32.4,18,0.8599,0.5,41,59,427
31.8,18.7,0.8624,0.7,48,69,453
30.3,21.4,0.9064,0.8,50,67,479
27.2,28.2,1.0013,0.9,51,58,500
26.1,33.7,1.1228,1.3,70,77,647
24.7,38.8,1.1929,1.3,89,94,728
23.4,43.2,1.229,1.4,100,97,820
23.1,44.2,1.2317,1.9,139,110,946
22.7,45.3,1.2299,2.3,176,116,1018
21.6,47.5,1.2118,1,71,74,789
22,45.8,1.1965,0.5,37,51,647
20.4,51.3,1.2131,1,-200,-200,785
20.6,50.3,1.2041,0.4,30,40,576
20.6,50.6,1.2119,0.3,29,36,555
21.3,48.8,1.2189,0.2,25,35,552
20.4,52.6,1.247,0.4,40,48,620
23.5,44,1.2596,0.3,32,38,557
25.7,37.9,1.2334,0.6,43,54,556
27.9,33.6,1.2433,0.6,44,57,573
29,28.3,1.1116,0.6,35,54,514
29.5,25.9,1.0489,0.5,32,46,478
31.8,22.3,1.0366,0.4,21,36,424
32.2,20,0.9488,0.2,10,19,386
32.4,19.3,0.922,0.4,22,34,403
33,17.7,0.8758,0.6,46,63,462
32,19.8,0.9273,0.9,66,86,489
29.6,24.1,0.9831,0.7,49,65,463
26.9,27.1,0.948,1.2,86,101,585
25.3,30.9,0.9815,1.6,111,116,748
24.2,35.9,1.0684,1.8,143,124,940
23.2,43.2,1.2104,2.4,184,136,1022
22.7,43.9,1.1962,1.5,134,108,929
21.6,44,1.1244,0.9,78,82,834
20.7,46.4,1.1198,0.8,50,68,751
21.2,46.2,1.1482,0.2,13,22,505
22.7,42.3,1.1491,0.1,-200,-200,486
19.9,51.3,1.1803,-200,24,34,501
20,51.8,1.1967,0.5,43,43,628
18.5,57.4,1.2076,1.4,146,84,1043
19.6,54.3,1.2278,3.3,333,108,1463
21.3,49.7,1.2452,3.6,298,112,1358
21.7,46.3,1.1867,1.7,178,104,971
23.4,39.4,1.1172,1.5,177,107,894
25.7,33,1.0763,1.6,172,102,871
28.5,27.3,1.0479,2.1,183,104,952
27,27.9,0.9812,2.1,164,96,843
24.2,36.9,1.0966,1.6,122,80,750
26,34.9,1.1509,1.3,105,72,710
24.8,33.1,1.0222,1.6,144,106,814
24,36.3,1.0708,3.1,220,119,1052
23.6,35.5,1.0187,3.3,207,119,1060
23.6,35.7,1.0282,3.4,210,128,1153
23.3,34.5,0.9768,2.8,175,112,986
22.5,36.8,0.988,1.5,117,95,781
21.3,38.7,0.9686,1.3,93,85,653
20.9,39.4,0.9596,1.6,118,101,777
19.8,47.7,1.093,1.5,132,94,1015
19.3,51.4,1.1387,1,88,76,922
18.4,53.4,1.117,0.5,43,50,678
18.8,51.1,1.1,0.4,-200,-200,584
16.3,59.8,1.1042,0.6,44,51,725
16.6,56.8,1.0629,0.7,50,42,688
16.2,57.4,1.0515,1.3,101,62,887
17.3,54.3,1.0631,4,339,111,1494
19.2,48.8,1.0751,5,379,129,1647
21.7,42.4,1.0859,3.6,321,135,1489
26.4,29.9,1.0138,2.8,272,139,1361
31.3,19.1,0.8634,2.6,278,134,1224
33.7,15.4,0.7913,2.7,253,141,1174
34.5,13.3,0.7158,2.3,187,112,901
33.8,13.9,0.7172,2,149,105,794
30.1,19.4,0.8157,1.3,89,72,577
28.3,21.3,0.8054,1.7,124,90,776
31.9,18.3,0.8523,2.8,206,126,982
32,20.1,0.9364,3.8,241,154,1256
28.9,24.1,0.9495,4.9,303,173,1483
27.3,27.1,0.967,4.3,294,162,1390
26,28.5,0.9484,2.6,203,128,1195
25.2,28.6,0.9008,2.4,176,120,1135
24.3,31.1,0.9316,1.9,155,111,1115
23.6,33.8,0.9685,1.4,108,89,1026
23,33.8,0.9406,1.1,72,69,836
22.2,38.4,1.0126,0.9,65,70,925
20.4,42.6,1.0083,0.7,-200,-200,933
20.5,42.3,1.0091,0.5,39,59,781
18.8,49,1.0505,0.8,79,73,959
18.8,49.4,1.0624,1.3,140,89,1155
19.9,46.5,1.071,4.7,427,142,1686
22.1,41.7,1.098,4.6,366,145,1791
24,36.4,1.0706,3.7,311,156,1643
30.2,22.8,0.9616,2.8,275,148,1360
33.4,17.1,0.8627,1.8,195,122,944
35.1,15,0.8381,1.9,144,106,905
34.1,16,0.8408,2,162,106,884
35.7,13.6,0.7836,2,200,127,968
35.3,13.8,0.7767,2.1,176,113,929
32.3,16.7,0.7946,2.1,203,136,936
36,13.3,0.7773,3.2,237,153,1107
35.8,13.7,0.7868,4,263,172,1225
32.3,18.4,0.8753,4.6,300,190,1372
29.7,25,1.0246,3,189,160,1139
27.8,26.6,0.9748,2.9,185,159,1505
26.3,27.3,0.9238,1.9,134,123,1074
25.3,30,0.9508,1.4,96,101,868
24,34.9,1.0271,2.1,122,116,1095
23.4,38.6,1.0968,1.2,64,80,989
23.5,38.3,1.0972,0.6,30,51,658
22,42.6,1.1146,0.4,-200,-200,603
21.6,44,1.1225,-200,23,37,562
21.4,45.6,1.1493,0.4,36,46,618
21.1,47.1,1.1641,0.7,58,64,747
21.3,48.4,1.2119,2.3,168,108,1229
22.9,47.9,1.3208,4,306,151,1494
24.4,45.5,1.3721,2.8,231,153,1281
27.6,38,1.3818,1.6,157,116,954
31.1,29.6,1.318,1.6,132,116,810
33.4,24.7,1.2516,2,136,130,882
35.7,18.9,1.0865,2,127,131,840
36.2,18.1,1.0724,1.7,125,131,743
37.1,17.7,1.094,2,138,135,880
36.5,18.1,1.0887,2.2,163,152,928
35.5,19.1,1.0888,3.2,259,198,1218
33.7,20,1.0275,3.6,236,183,1170
30.5,22.7,0.9763,3.8,245,175,1620
28.7,26.2,1.0144,4.8,344,193,1508
26.7,28.9,0.9981,2.8,188,140,1318
25.7,31.6,1.0285,2.6,149,128,1189
24.5,35.7,1.0807,1.9,102,100,1000
24.3,36.3,1.0852,1.7,99,97,1020
23.8,36.9,1.0748,1,48,67,767
23.7,37.3,1.076,0.7,36,58,674
22.2,40.6,1.0729,0.5,-200,-200,588
21.6,42.2,1.0762,0.4,30,45,545
20.3,46.8,1.1,0.6,56,62,685
20.7,45.9,1.1088,0.7,51,59,702
20.5,47.7,1.1419,2.4,172,102,1188
22.4,46.6,1.247,4.4,316,154,1589
24.2,48.5,1.4452,3.1,269,157,1331
28.8,33,1.2825,2,196,138,1040
32.8,25.2,1.2325,2.1,206,142,1137
34.4,19.9,1.0647,2.1,156,125,851
36.5,16.7,1.0045,2.1,120,120,782
37.5,14.3,0.9099,2.2,161,150,908
38,15.5,1.0119,1.6,114,120,806
38.1,16.5,1.0828,2.4,191,173,985
37.3,17.3,1.084,3.3,236,187,1211
35.9,17.7,1.0316,4,287,206,1411
32.4,21.5,1.0303,4.1,266,187,1395
30.3,25.6,1.0879,4.2,274,170,1578
28.5,27.8,1.0665,2.9,196,149,1325
26.9,30.5,1.0671,2.3,144,124,1185
25.7,33.5,1.0918,2.2,142,119,1235
24.7,36.9,1.1302,2.1,124,108,1317
23.6,39.2,1.1306,1.6,93,93,1114
22.2,43,1.1363,1.2,71,77,1015
21.2,45.8,1.1353,1.2,-200,-200,1015
21.3,45.9,1.1471,0.9,56,76,961
21.6,45,1.151,0.6,46,58,796
21.3,46.5,1.1608,0.7,51,63,826
21.1,46.9,1.1585,1.3,83,75,1057
22.8,43,1.1731,2,175,111,1302
25,38.3,1.198,1.9,148,116,1284
30.9,26.9,1.1835,2.2,167,138,1348
35.1,19.2,1.0664,1.9,120,117,1025
36.9,17.2,1.0576,1.5,78,94,759
39.3,13.9,0.9715,1.4,76,91,680
40.3,12.6,0.9302,1,45,60,516
39.7,13.5,0.965,1,54,66,500
41.1,13.1,1.0124,1.4,70,87,700
40.1,14.9,1.0828,1.6,87,106,1360
37.4,17,1.0757,1.6,69,94,722
34,19.2,1.0073,2.1,95,112,842
31.7,21.6,0.9959,2,107,120,879
29.7,24.2,0.9926,1.9,88,106,836
27.9,27.6,1.0252,2.3,100,112,1062
26.8,29.9,1.0402,2.4,125,120,1188
25.8,33,1.0826,2.2,132,114,1236
26.3,33.1,1.1199,1.2,57,70,853
24.3,38.1,1.1398,1.1,46,64,875
24.7,36.4,1.1158,0.8,-200,-200,704
23.3,39.5,1.1176,-200,34,55,666
21.1,45.6,1.1246,0.6,33,50,679
20.2,48.5,1.1319,0.7,50,62,877
21.3,45.5,1.1405,0.4,39,53,826
22.6,31,0.8372,0.6,84,85,881
25.7,34.8,1.1292,0.9,93,102,1110
31.6,23.8,1.0842,0.9,82,97,927
36.3,16.3,0.9727,0.8,73,91,665
37.9,15,0.9728,0.4,43,62,474
39.4,13.7,0.9639,0.3,39,57,459
40.2,12.3,0.8983,0.1,27,40,437
41.3,11.9,0.9252,0.5,46,60,607
41.4,11.8,0.9282,0.4,53,70,620
40.1,13.6,0.9953,0.3,38,53,551
37.6,16.4,1.0458,0.4,39,54,532
33.9,20.3,1.0522,0.6,49,58,578
31.6,22.9,1.0469,0.8,68,73,721
29.7,24.8,1.016,1.2,102,99,912
29,27,1.063,1.6,123,102,1155
27.9,30.4,1.1249,1.2,106,101,1279
28,30.6,1.1396,0.5,66,77,1018
26.8,32.3,1.1235,0.3,43,55,842
26.6,33,1.1338,0.1,33,51,740
23.7,38.6,1.1159,-200,-200,-200,625
22.2,42.8,1.1317,0.1,33,50,739
21.2,46.3,1.1501,0.3,75,75,970
21.4,46.5,1.172,0.8,111,89,1177
22.9,43,1.1826,2.3,250,112,1518
25.2,38.6,1.2215,3.4,313,142,1811
27.1,34.9,1.231,2.5,263,145,1696
32.4,24.8,1.1886,2.4,282,165,1603
36.8,18,1.0945,2.1,226,159,1370
39.1,16,1.11,-200,176,159,1194
39.2,16.4,1.1439,-200,120,131,880
40.5,14.9,1.111,-200,96,123,748
41.4,13.8,1.0786,-200,115,129,868
40.5,14.9,1.114,-200,108,126,959
39.6,17,1.2064,-200,142,149,1160
37.7,19.8,1.2715,-200,219,200,1453
34.3,24.2,1.2857,-200,193,174,1400
31.7,28.1,1.2912,-200,128,131,1265
30.2,30.8,1.3008,-200,127,135,1366
29.4,33,1.3343,-200,132,134,1593
29.2,33.1,1.3202,-200,77,96,1336
27.6,36.6,1.332,-200,72,94,1317
27.2,36.9,1.3147,-200,57,79,1173
25.4,41,1.3079,-200,56,79,1163
25.2,41.5,1.3106,-200,-200,-200,1012
23.4,47.4,1.3475,-200,64,89,1164
25.1,44,1.3794,-200,52,69,1090
23.9,46.5,1.3637,-200,122,91,1338
24.8,43.2,1.3387,-200,314,135,1808
27,38.7,1.361,-200,395,166,2176
29.4,33.6,1.3526,-200,357,189,2028
34.8,23.4,1.2781,-200,308,193,1758
38.1,18.5,1.2108,-200,184,164,1350
38.9,18,1.2318,-200,128,139,1060
39.8,16,1.1444,-200,125,130,954
41.7,12.5,0.9941,-200,135,129,1024
42.8,12.3,1.0326,-200,158,132,1092
41.4,14.2,1.1128,-200,106,101,927
41.3,15.5,1.21,-200,163,145,1274
38.3,19.4,1.2851,-200,143,133,978
34.7,23.3,1.2653,-200,96,110,1050
32.6,26.3,1.2754,-200,127,126,1301
30.9,29,1.275,-200,95,102,1141
30.1,30.2,1.2711,-200,104,104,1252
29,33.4,1.3149,-200,131,112,1300
28.3,36.8,1.3906,-200,92,89,1193
27.6,38.2,1.3911,-200,53,67,1081
25.8,43.1,1.4113,-200,45,63,1094
27.4,39.1,1.4072,-200,-200,-200,917
26.3,40.9,1.3803,-200,19,34,727
23.3,50.1,1.41,-200,75,73,1116
23.1,49.7,1.3863,-200,84,76,1223
24.2,46.4,1.3834,-200,160,102,1556
25.8,42.2,1.3774,-200,286,140,1904
28.1,37.3,1.3922,-200,212,150,1697
33.9,26.8,1.397,-200,279,194,1854
38,17.2,1.1227,-200,207,162,1306
38.9,15.9,1.0896,-200,140,138,980
40.4,15,1.1125,-200,110,123,870
40.1,15.2,1.1065,-200,67,86,613
42,14.2,1.1517,-200,98,107,819
42.7,14.4,1.2092,-200,97,106,868
41.6,14.5,1.1483,-200,87,99,876
39.6,18.8,1.3413,4.1,124,140,1153
36.1,25.5,1.4949,3.8,165,163,1492
33.3,29.9,1.5079,3.4,164,144,1382
31.2,33.2,1.4831,2.9,122,120,1303
30.1,35.8,1.5034,3.1,134,120,1404
28.9,39.1,1.537,3.5,121,106,1308
27.8,43.3,1.5929,2.4,112,95,1320
26.9,46.1,1.608,1.6,62,70,1179
26.4,47.1,1.5947,1.3,50,67,1160
25.2,51.4,1.621,0.9,-200,-200,1070
23.8,55.4,1.6073,1,72,70,1181
24.9,50.6,1.5755,0.8,48,50,1010
25,49.2,1.5418,1.1,58,60,1075
24.7,50.9,1.5593,4.4,306,127,1839
26.4,46.3,1.5722,-200,351,149,2105
28.1,42,1.5735,-200,252,158,1826
34,29.9,1.5614,3.3,266,190,1834
37.3,22.9,1.4373,2.1,159,127,1268
40.1,19,1.3849,2.1,144,130,1422
42,15.8,1.2759,2,117,125,1028
42.8,14.3,1.2003,1.5,108,113,929
44.3,13,1.183,2.1,153,143,1150
44.6,12.6,1.1684,2.3,166,157,1235
43.4,14.8,1.2882,2.8,179,170,1315
40.6,18.2,1.368,3.6,225,187,1469
37.1,21.3,1.3223,4,261,181,1515
34.5,25.5,1.368,3.7,228,158,1510
32.2,30.4,1.4433,2.5,137,112,1327
30.4,35.4,1.5144,2.3,116,100,1318
29.4,38.7,1.5581,2.5,143,105,1436
28.6,38.7,1.4921,2.7,157,107,1608
27.7,40.5,1.4835,1.3,72,72,1257
28,39.8,1.4803,0.8,42,59,1094
24.8,48.5,1.4953,0.9,-200,-200,1066
25.6,45.8,1.4801,0.5,34,55,1022
23.6,51.5,1.4852,0.8,74,70,1139
25.1,46.5,1.4615,1,75,59,1158
24.5,48.3,1.4593,2.9,199,95,1602
26.6,42.8,1.4675,3.8,262,120,1770
29,37.6,1.4866,3.5,236,133,1651
34.2,28.5,1.5071,2.4,186,133,1435
37.3,22.9,1.4369,1.8,132,120,1159
40.1,17.5,1.2721,2.1,140,132,1193
42.2,14.6,1.192,2.1,143,135,1094
41.9,15.2,1.2173,1.5,99,121,912
43.1,13.8,1.1803,1.5,107,123,908
42.8,13.8,1.1681,1.8,130,129,1010
41.1,16.5,1.2701,2.1,133,129,1020
38.7,20.3,1.3743,3,188,156,1280
35.8,24.1,1.3924,2.8,155,131,1287
33.1,28.3,1.4121,2.5,154,115,1216
30.1,33.9,1.4257,1.4,95,79,990
29,36.6,1.4431,1.7,110,86,1146
28.5,38.4,1.468,1.8,116,91,1273
27.8,39.9,1.4682,2.4,153,99,1346
27,42.8,1.503,1.9,111,83,1353
26.4,44.5,1.5119,1.4,79,74,1231
25.8,46.6,1.5269,0.8,-200,-200,1002
25.1,48.5,1.5266,0.7,47,64,1126
24.6,52.2,1.5881,0.8,61,61,995
24.4,50.5,1.5243,0.7,56,62,1003
25.2,49.1,1.5546,1,69,65,1055
26.6,50.8,1.7419,1.7,109,79,1156
28,46.9,1.748,1.9,111,90,1179
32.7,34.5,1.6798,2.3,150,116,1306
36.6,26.5,1.599,1.7,87,89,934
37.8,26.3,1.6951,1.3,64,68,689
38.3,27.1,1.797,1.2,47,53,626
35.4,32.4,1.837,0.8,34,34,488
37.3,28.8,1.8087,0.9,37,38,495
36.6,28.2,1.697,1.1,49,53,562
35.1,29.6,1.6452,1.2,54,62,615
32.3,33.4,1.59,1.3,70,82,660
29.9,37.9,1.5745,1.4,76,88,664
28.2,41.9,1.5776,1.2,59,70,567
27.2,45.9,1.6316,0.9,44,53,506
27.3,45.7,1.6308,1.1,47,57,560
27,47.1,1.6573,1.5,71,73,724
23.7,69.3,2.0042,1.7,90,83,977
23.8,63.5,1.8495,0.9,45,52,653
24.7,56.9,1.739,0.7,44,52,642
25,53.1,1.6541,0.4,-200,-200,501
24.1,59.6,1.7657,-200,15,26,450
22.5,69.1,1.8578,0.3,10,17,427
23.4,64.4,1.835,0.4,19,28,470
24.4,57.9,1.7476,0.4,20,29,447
24.5,56.9,1.7225,0.5,30,37,463
24.9,54.8,1.7063,0.5,24,31,454
27,47.4,1.6661,0.7,35,46,500
27.6,43.7,1.5877,0.9,48,66,528
28.2,42.6,1.6062,0.8,41,54,490
29.1,40.8,1.6203,0.8,37,50,488
29.8,38.6,1.5911,0.7,32,44,475
31.5,34.5,1.5666,0.8,43,52,486
31.2,36.3,1.6217,0.7,28,37,438
30,41.3,1.7259,0.8,38,51,477
27.6,47.5,1.7266,1.2,72,78,626
28.8,41.3,1.6164,1.6,89,90,747
28.5,41.6,1.5959,1.6,103,110,858
27.7,43.4,1.5833,1.5,77,86,775
27.3,44.1,1.5751,1.5,84,88,803
26.9,45.5,1.5926,1.5,82,91,777
26.6,47.2,1.616,1.5,81,93,770
26,48,1.5882,1.2,50,68,663
26.2,45.7,1.5324,0.8,30,48,529
25.9,46.3,1.524,-200,-200,-200,478
25.6,46.8,1.5111,-200,14,22,429
25.3,47.6,1.5159,-200,51,59,552
25.4,48.5,1.5507,-200,120,102,916
26.5,46.3,1.5768,-200,180,116,1169
27.9,42.7,1.5754,-200,168,109,1049
28.8,38.9,1.5184,-200,111,98,823
31.7,31.5,1.4487,-200,111,97,804
33.9,26.9,1.3964,-200,97,97,805
34.7,26.5,1.4408,-200,90,90,826
35.4,24.8,1.4017,-200,87,92,782
35.2,24.1,1.351,-200,67,76,593
36.3,22.8,1.3564,-200,84,97,698
35.4,23.8,1.3443,-200,86,101,719
34.6,23.5,1.2691,-200,124,118,912
33,28.2,1.3921,-200,144,129,1129
32.5,27.9,1.3373,-200,130,131,1089
30.5,29.9,1.2875,-200,122,130,1062
29.1,33.1,1.3126,-200,82,106,924
28.4,35.8,1.3665,-200,62,92,780
27.7,37.9,1.3842,-200,65,97,856
28.3,35.5,1.3414,-200,52,80,861
27.1,38.6,1.3632,-200,22,40,684
25.8,40.9,1.3377,-200,27,49,707
26,40.6,1.3467,-200,-200,-200,554
24.6,43.4,1.3248,-200,29,46,614
25.1,42.3,1.326,-200,29,37,606
23.1,48.8,1.3638,-200,135,92,1023
24.7,46.8,1.4337,-200,181,115,1134
24.6,45.1,1.3714,-200,119,102,936
26.2,38.5,1.2932,-200,116,104,868
29.3,31,1.2445,-200,143,109,879
31.2,26.6,1.192,-200,126,108,785
31.1,26.2,1.1619,-200,94,90,651
31.7,26.4,1.2153,-200,96,81,679
31.7,25.6,1.179,-200,90,87,630
32.6,22.5,1.0901,-200,93,82,594
32.8,22.2,1.0835,-200,101,99,655
32.4,22.4,1.0701,-200,123,119,783
31.4,22.7,1.027,-200,136,128,865
28.4,24.7,0.9404,-200,109,111,776
27.7,24.2,0.882,-200,124,114,861
26.1,28.3,0.9456,-200,82,100,729
25.3,28.4,0.9041,-200,69,88,715
25.2,27.7,0.874,-200,60,78,615
24.5,28,0.8489,-200,90,101,824
23.6,31.9,0.9195,-200,58,77,748
22.8,34.7,0.9514,-200,53,78,767
23.6,33.2,0.9577,-200,-200,-200,513
20.5,41.2,0.9802,-200,45,65,671
20.6,41.5,0.9982,-200,61,74,798
20.2,42.5,0.9949,-200,76,83,912
20.9,40.4,0.9884,-200,144,96,1151
22.4,38,1.0201,-200,221,120,1525
26,29.7,0.9831,-200,282,147,1465
31.4,18.6,0.8398,-200,235,148,1138
34.2,15.8,0.8371,-200,113,91,763
35.4,15.3,0.8649,-200,93,94,753
34.6,15.5,0.8435,-200,88,95,665
33.9,16.2,0.8454,-200,87,92,597
35.3,15,0.8463,-200,109,113,730
36.8,13.7,0.8335,-200,106,111,730
34.4,16.4,0.8761,-200,182,166,1108
35.3,16.8,0.9448,-200,-200,-200,1085
32.3,20.7,0.9875,-200,144,143,1013
29.6,26.1,1.0682,-200,144,131,1109
28.6,27.2,1.048,-200,84,102,913
27.6,27.4,0.9926,-200,74,94,908
26.3,29,0.9807,-200,80,96,923
25.4,30.1,0.9602,-200,78,88,959
24.7,32.1,0.9878,-200,50,72,898
25.7,30.9,1.0048,-200,18,33,546
25.1,32.6,1.0203,-200,-200,-200,543
23.9,34.4,1.0079,-200,21,33,488
21.4,40.3,1.0157,-200,62,60,704
21.2,41.2,1.0246,-200,74,72,943
21.6,40.9,1.0468,-200,171,97,1304
24,36.6,1.0763,-200,287,136,1669
26.8,29.5,1.0209,-200,230,140,1507
31.8,19.4,0.8936,-200,261,171,1359
34.4,16.6,0.8892,-200,178,150,1076
35.3,16.7,0.9402,-200,116,117,797
36.4,16.8,1.0033,-200,96,106,677
34.8,19.5,1.0667,-200,83,95,559
38.6,16.1,1.0853,-200,120,137,830
38.5,16.5,1.1037,-200,108,129,734
37.4,18.1,1.1467,-200,115,135,801
35.7,19.8,1.1399,-200,102,127,828
32,24.9,1.1663,-200,118,122,865
